,label,affairVoteId,meaningYesText,meaningNoText,numYes,numNo,numAbst,section,art_id,orientation,name,group,vote,Âge,Genre_F,Genre_H,District_Brig,District_Conthey,District_Entremont,District_Goms,District_Hérens,District_Leuk,District_Martigny,District_Monthey,District_Sierre,District_Sion,District_St-Maurice,District_Visp,District_Westlich Raron,District_Östlich Raron
1304,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Peter BÄHLER,CD,oui,68,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1305,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Gabrielle BARRAS,D,non,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1306,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Léonard BENDER,G,oui,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1307,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Philippe BENDER,D,oui,71,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1308,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Claudy BESSE,D,oui,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1309,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jacques BLANC,G,oui,67,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1310,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jean BONNARD,G,oui,72,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1311,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Alex BONVIN,D,non,62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1312,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Nicolas BONVIN,CD,oui,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1313,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Sophie BORNET,CD,oui,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1314,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Hermann BRUNNER,CD,oui,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1315,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Michael BURGENER,CD,oui,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1316,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Paul BURGENER,CD,oui,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1317,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Peter BURRI,G,oui,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1318,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Mathieu CALOZ,D,oui,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1319,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Florence CARRON DARBELLAY,CD,oui,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Patricia CASAYS,CD,oui,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1321,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jean-Dominique CIPOLLA,D,non,74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1322,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Stéphane CLAVIEN,D,oui,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1323,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Gabrielle CORNUT-ZUFFEREY,G,oui,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1324,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Adeline CRETTENAND,D,oui,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1325,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Narcisse CRETTENAND,D,oui,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Cilette CRETTON,G,oui,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1327,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Lucile CURDY,G,oui,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1328,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Alina DARBELLAY,G,oui,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1329,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Pierre DARBELLAY,CD,oui,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1330,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Olivier DERIVAZ,G,oui,57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1331,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Ralph DESSIMOZ,CD,oui,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1332,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Arnaud DUBOIS,D,oui,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1333,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Corinne DUC BONVIN,G,oui,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1334,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Sophie DUCREY,G,oui,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1335,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Marius DUMOULIN,CD,oui,66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1336,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jean-Marc DUPONT,G,oui,63,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1337,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Christian ESCHER,CD,oui,42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Florian EVEQUOZ,G,oui,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1339,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,German EYER,G,non,61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Natascha FARQUET,D,oui,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1341,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Florent FAVRE,CD,oui,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1342,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Mélanie FOLLONIER,D,oui,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1343,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Sandro FONTANA,CD,oui,55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1344,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jérôme FORMAZ,D,abst,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1345,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Sabine FOURNIER,G,oui,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1346,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Damien FUMEAUX,D,non,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1347,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Claudia GAILLARD MOREND,G,oui,55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1348,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Marc-Antoine GENOLET,D,non,57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1349,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,François GENOUD,D,oui,69,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1350,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Géraldine GIANADDA,D,oui,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1351,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Géraldine GRANGES-GUENOT,D,non,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1352,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Vincent GÜNTHER,G,oui,52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1353,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Monika HOLZEGGER,G,oui,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Lukas JÄGER,CD,non,66,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1355,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Lukas KALBERMATTEN,CD,oui,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1356,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Dominik KNUBEL,CD,non,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1357,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Michael KREUZER,CD,non,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1358,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Madeleine KUONEN-EGGO,G,non,62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1359,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Alain LÉGER,CD,oui,43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1360,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jean-François LOVEY,G,oui,67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1361,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Damien LUISIER,CD,oui,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1362,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Natacha MARET,CD,oui,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1363,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Rainer MATHIER,CD,oui,64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1364,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Thomas MATTER,CD,oui,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1365,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Kamy MAY,CD,oui,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1366,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Fabienne MURMANN,CD,oui,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1367,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Jean-Daniel NANCHEN,G,non,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1368,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Claude NANÇOZ,D,oui,69,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1369,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Edmond PERRUCHOUD,D,non,74,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1370,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Frédéric PITTELOUD,CD,oui,46,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1371,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Géraldine POUGET-ZUFFEREY,CD,oui,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1372,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Emilie PRAZ,G,oui,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1373,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,François QUENNOZ,D,non,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1374,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Damien RABOUD,D,non,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1375,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Pierre-Alain RAEMY,D,oui,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1376,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Célina RAMSAUER,G,oui,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1377,"003, vote 5 : Commissions (y.c. V/A 1-4) contre A-003.14 F. Zurbriggen ",20211123095212,La conférence régionale est dirigée par un coordinateur ou une coordinatrice régionale qu dispose de certaines compétences,(biffer),90,23,1,1ère lecture - Commission 10,003,-0.06847657762291907,Kurt REGOTZ,CD,non,68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
